Filename,Section_Context,Q_No,Question,QCategory-New,QSubCategory-New,Question Form,Answer
kannada-10thstd,General Exercise,5,ನಿರ್ದಿಷ್ಟ ಪಠ್ಯಗಳನ್ನು ಬೋಧಿಸುವ ಶಿಕ್ಷಕರಿಂದ ಪಡೆದುಕೊಂಡ ಅಭಿಪ್ರಾಯಗಳು ಸಹ ಪ್ರಸ್ತುತ ಪರಿಷ್ಕರಣೆಯಲ್ಲಿ,,,,
kannada-10thstd,General Exercise,1,General Exercise: ನಮ್ಮ ಭಾಷೆ,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ,1,ಭಾಷೆ ಯಾವುದಕ್ಕೆ ಸಾಧನವಾಗಿದೆ ?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ,2,ಪ್ರಾಣಿಗಳು ತಮ್ಮ ಮಕ್ಕಳಿಗೆ ಯಾವ ವಿಚಾರವಾಗಿ ತರಪೇತು ಕೊಡುತ್ತವೆ ?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ,3,ಮನುಷ್ಯನಿಗೆ ಲೆಕ್ಕವಿಡುವ ಅವಶ್ಯಕತೆ ಯಾವಾಗ ಉಂಟಾಯಿತು ?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ,4,ಎಣ್ಣೆ ತುಪ್ಪದ ಮಿಶ್ರಣ ಬೇಡವೆಂದು ಹೇಳಿದವರು ಯಾರು ?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ,5,ಕನ್ನಡಕ್ಕೆ ಪರ್ಷಿಯನ್ ಶಬ್ದಗಳು ಯಾವಾಗ ಬಂದವು ?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ,1,ವ್ಯಾವಹಾರಿಕ ಮತ್ತು ಗ್ರಾಂಥಿಕ ಭಾಷೆಯ ಲಕ್ಷಣಗಳೇನು ?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ,2,ಲಿಪಿಯ ಜಾಡು ಆರಂಭಗೊಂಡ ಬಗೆ ಹೇಗೆ ?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ,2,ಲಿಪಿಯ ಮೂಲಕ ಜ್ಞಾನ ಭಂಡಾರ ಯಾವ ರೀತಿ ಭದ್ರವಾಯಿತು ?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ,4,ಕನ್ನಡ ಭಾಷೆ ಹದಗೊಂಡದ್ದು ಹೇಗೆ ?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ,5,ಆಂಗ್ಲ ಭಾಷೆ ವಿಶ್ವವ್ಯಾಪಿಯಾಗಲು ಕಾರಣವೇನು ?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎಂಟು-ಹತ್ತು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ,1,ಭಾಷೆ ಸತ್ವಪೂರ್ಣವಾಗಿ ವಿಕಾಸಗೊಳ್ಳುವುದು ಯಾವಾಗ ?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎಂಟು-ಹತ್ತು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ,2,ಕನ್ನಡಭಾಷೆ ಸಮೃದ್ಧವಾಗಿ ರೂಪುಗೊಂಡ ಬಗೆ ಹೇಗೆ ? ವಿವರಿಸಿ.,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎಂಟು-ಹತ್ತು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ,1,“ಸಂಸ್ಕೃತಿಯ ಇತಿಹಾಸ ಉಳಿಯಿತು”,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎಂಟು-ಹತ್ತು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ,2,“ತಕ್ಕುದೆ ಬೆರಸಿ ನೃತಮುಮಂ ತೈಲಮುಮಂ”,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎಂಟು-ಹತ್ತು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ,3,"“ಸಿಗುರು ತೆಗೆದ ಕಬ್ಬಿನಂತೆ, ಉಷ್ಣ ಅಳಿದ ಹಾಲಿನಂತೆ'",,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎಂಟು-ಹತ್ತು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ,4,“ಒಬ್ಬ ತಾಯಿಯ ಗಾನದ ಶ್ರುತಿಯಂತೆ”,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,1,ಭಾಷೆ ಇನ್ನೂ ಅದರ,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,2,ಕನ್ನಡಕ್ಕೆ ಬಹಳ ಪ್ರಾಚೀನ ಕಾಲದಿಂದಲೂ,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,3,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.: ಕನ್ನಡ,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,4,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.: ಇಂಗ್ಲಿಷ್ ಶಬ್ದಗಳು,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,5,ನಮ್ಮ ಭಾಷೆ ಗದ್ಯ ಭಾಗದ ಆಕರ ಗ್ರಂಥ,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,1,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.: ವ್ಯಾವಹಾರಿಕ,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,2,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.: ದಾಸರು,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,3,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.: ದಿವಾನ,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,4,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.: ಗ್ರಾಂಥಿಕ,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,5,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.: ಶಿವಶರಣರು,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ.,1,ಕನ್ನಡ ವರ್ಣಮಾಲೆಯಲ್ಲಿ ಒಟ್ಟು ಎಷ್ಟು ಅಕ್ಷರಗಳಿವೆ ?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ.,2,ಕನ್ನಡದಲ್ಲಿರುವ ಹಸ್ವ ಹಾಗೂ ದೀರ್ಘ ಸ್ವರಗಳನ್ನು ಬರೆಯಿರಿ.,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ.,3,ಕನ್ನಡದಲ್ಲಿರುವ ಮಹಾಪ್ರಾಣ ಅಕ್ಷರಗಳನ್ನು ಬರೆಯಿರಿ.,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ.,4,ಕನ್ನಡದಲ್ಲಿರುವ ವರ್ಗೀಯ ಅಕ್ಷರಗಳನ್ನು ಬರೆಯಿರಿ.,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ.,5,ಕನ್ನಡದಲ್ಲಿರುವ ಅನುನಾಸಿಕಗಳನ್ನು ಪಟ್ಟಿಮಾಡಿ.,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ.,1,ಕೊಟ್ಟಿರುವ ಪದಗಳಲ್ಲಿ ವಿಜಾತೀಯ ಸಂಯುಕ್ತಾಕ್ಷರಗಳನ್ನು ಆರಿಸಿ ಬರೆಯಿರಿ.,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ.,2,ಕೊಟ್ಟಿರುವ ಪದಗಳಲ್ಲಿ ಅವರ್ಗೀಯ ವ್ಯಂಜನಾಕ್ಷರಗಳನ್ನು ಆರಿಸಿ ಬರೆಯಿರಿ.,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ.,3,ಕೊಟ್ಟಿರುವ ಪದಗಳಲ್ಲಿನ ಧ್ವನಿ ವ್ಯತ್ಯಾಸದೊಂದಿಗೆ ಆಗುವ ಅರ್ಥ ವ್ಯತ್ಯಾಸ ಅರಿಯಿರಿ,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ.,4,ಮೊದಲೆರಡು ಪದಗಳಿಗಿರುವ ಸಂಬಂಧದಂತೆ ಮೂರನೆಯ ಪದಕ್ಕೆ ಸರಿಹೊಂದುವ ನಾಲ್ಕನೆಯ ಪದವನ್ನು,,,,
kannada-10thstd,ಸ್ವರಗಳು : ೧೩ : : ಯೋಗವಾಹಗಳು :,5,ಕೊಟ್ಟಿರುವ ವಿಷಯಗಳನ್ನು ಕುರಿತು ಪ್ರಬಂಧ ರಚಿಸಿರಿ.,,,,
kannada-10thstd,ಸ್ವರಗಳು : ೧೩ : : ಯೋಗವಾಹಗಳು :,1,ರಾಷ್ಟ್ರೀಯ ಹಬ್ಬಗಳ ಮಹತ್ತ ೨. ಗ್ರಂಥಾಲಯಗಳ ಮಹತ್ತ್ವ,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,1,ಭಗವದ್ಗೀತೆಯನ್ನು ರಚಿಸಿದವರು ಯಾರು?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,2,ಹುಲಿಗೆ ಪರಮಾನಂದವಾಗಲು ಕಾರಣವೇನು?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,3,ಶಾನುಭೋಗರಿಗೆ ತಲೆ ಸುತ್ತಲು ಕಾರಣವೇನು?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,4,ಶಾನುಭೋಗರ 'ಬ್ರಹ್ಮಾಸ್ತ್ರ' ಯಾವುದು?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,5,ಹಸಿದು ಮಲಗಿದ್ದ ಹುಲಿಯು ಏನೆಂದು ಯೋಚಿಸಿತು?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಮೂರು-ನಾಲ್ಕು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ.,1,ಮದಲಿಂಗನ ಕಣಿವೆಯಲ್ಲಿ ಬರುವಾಗ ಶಾನುಭೋಗರು ಏನೆಂದು ಯೋಚಿಸಿದರು?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಮೂರು-ನಾಲ್ಕು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ.,2,ಹುಲಿಯು ಹಿಂದಿನಿಂದ ಹಾರಿ ಕೊಲ್ಲದಿರಲು ಕಾರಣಗಳೇನು?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಮೂರು-ನಾಲ್ಕು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ.,3,ಶಾನುಭೋಗರು ಮೂರ್ಛಯಲ್ಲಿದ್ದಾಗ ನಡೆದ ಘಟನೆಗಳನ್ನು ವಿವರಿಸಿ.,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎಂಟು-ಹತ್ತು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ.,1,ಮೂರ್ತಿರಾಯರ ದೃಷ್ಟಿಯಲ್ಲಿ ಹುಲಿಯು ಬೇಟೆಯಾಡುವ ಬಗೆಯನ್ನು ವಿವರಿಸಿ.,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎಂಟು-ಹತ್ತು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ.,2,ಶಾನುಭೋಗರನ್ನು ರಕ್ಷಿಸಿದುದು ಖಿರ್ದಿ ಪುಸ್ತಕವೇ? ಹುಲಿಯ ಧರ್ಮವೇ? ಸಮರ್ಥನೆಯೊಂದಿಗೆ,,,,
kannada-10thstd,ಸಂದರ್ಭಸಹಿತ ಸ್ವಾರಸ್ಯವನ್ನು ವಿವರಿಸಿ.,1,"“ಖಂಡವಿದೆಕೋ, ಮಾಂಸವಿದೆಕೋ, ಗುಂಡಿಗೆಯ ಬಿಸಿರಕ್ತವಿದೆಕೋ.”",,,,
kannada-10thstd,ಸಂದರ್ಭಸಹಿತ ಸ್ವಾರಸ್ಯವನ್ನು ವಿವರಿಸಿ.,2,"“ದೇವರೆ, ಮರ ಹತ್ತುವಷ್ಟು ಅವಕಾಶ ಕರುಣಿಸು.”",,,,
kannada-10thstd,ಸಂದರ್ಭಸಹಿತ ಸ್ವಾರಸ್ಯವನ್ನು ವಿವರಿಸಿ.,3,“ನಾನು ಮುಖ ಮೇಲಾಗಿ ಬಿದ್ದಿದ್ದೆನೆ?”,,,,
kannada-10thstd,ಸಂದರ್ಭಸಹಿತ ಸ್ವಾರಸ್ಯವನ್ನು ವಿವರಿಸಿ.,4,“ಹುಲಿ ಈಗ ಎಷ್ಟು ಹಸಿದಿರಬೇಕು.”,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,1,ಮಂತ್ರಿತ್ವ ಹೋಗಿ ಕೇವಲ,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,2,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.: ಖಿರ್ದಿ ಪುಸ್ತಕ,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,3,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.: ನೆಲದಿಂದ ಮೇಲೆದ್ದುಕೊಂಡಿದ್ದ,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,4,ರೈತರು ತಿಂಗಳ ಬೆಳಕಿನಲ್ಲಿ,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,5,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.: ಶಾನುಭೋಗರು ಉಳಿದದ್ದು,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,1,ಎರಡೂ ಪದಗಳಿಗೆ ಬೇರೆ ಬೇರೆ ಅರ್ಥವಿರುತ್ತದೆ.,,,,
kannada-10thstd,ಬಿಟ್ಟಿರುವ ಸ್ಥಳಗಳನ್ನು ಸೂಕ್ತ ಪದಗಳಿಂದ ತುಂಬಿ.,2,"ಎರಡು ಪದಗಳಲ್ಲಿ ಮೊದಲ ಪದಕ್ಕೆ ನಿರ್ದಿಷ್ಟ ಅರ್ಥವಿದ್ದು, ಎರಡನೆಯ ಪದಕ್ಕೆ ಅರ್ಥವಿರುವುದಿಲ್ಲ.",,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಬರೆಯಿರಿ.,1,"ಕನ್ನಡ ಸಂಧಿಗಳನ್ನು ಹೆಸರಿಸಿ, ಎರಡೆರಡು ಉದಾಹರಣೆಗಳನ್ನು ಬರೆಯಿರಿ.",,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಬರೆಯಿರಿ.,2,ಸಂಸ್ಕೃತ ಸಂಧಿಗಳ ಹೆಸರುಗಳನ್ನು ಸ್ವರ ಮತ್ತು ವ್ಯಂಜನ ಸಂಧಿಗಳಿಗಾಗಿ ವಿಂಗಡಿಸಿ ಬರೆಯಿರಿ.,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಬರೆಯಿರಿ.,3,"ಕೊಟ್ಟಿರುವ ಪದಗಳನ್ನು ಬಿಡಿಸಿ, ಸಂಧಿ ಹೆಸರಿಸಿ.",,,,
kannada-10thstd,ಮೊದಲೆರಡು ಪದಗಳಿಗಿರುವ ಸಂಬಂಧದಂತೆ ಮೂರನೆಯ ಪದಕ್ಕೆ ಸರಿಯಾದ ನಾಲ್ಕನೆಯ ಪದ ಬರೆಯಿರಿ.,1,ಬೇಗ ಬೇಗ : ದ್ವಿರುಕ್ತಿ : : ಧೀರ ಶೂರ :,,,,
kannada-10thstd,ಮೊದಲೆರಡು ಪದಗಳಿಗಿರುವ ಸಂಬಂಧದಂತೆ ಮೂರನೆಯ ಪದಕ್ಕೆ ಸರಿಯಾದ ನಾಲ್ಕನೆಯ ಪದ ಬರೆಯಿರಿ.,2,ಲೋಪ ಸಂಧಿ : ಸ್ವರ ಸಂಧಿ : : ಆದೇಶ ಸಂಧಿ,,,,
kannada-10thstd,ಮೊದಲೆರಡು ಪದಗಳಿಗಿರುವ ಸಂಬಂಧದಂತೆ ಮೂರನೆಯ ಪದಕ್ಕೆ ಸರಿಯಾದ ನಾಲ್ಕನೆಯ ಪದ ಬರೆಯಿರಿ.,3,ಕಟ್ಟಕಡೆಗೆ : ಕಡೆಗೆ ಕಡೆಗೆ : : ಮೊತ್ತಮೊದಲು :,,,,
kannada-10thstd,ಮೊದಲೆರಡು ಪದಗಳಿಗಿರುವ ಸಂಬಂಧದಂತೆ ಮೂರನೆಯ ಪದಕ್ಕೆ ಸರಿಯಾದ ನಾಲ್ಕನೆಯ ಪದ ಬರೆಯಿರಿ.,4,ಶರಚ್ಚಂದ್ರ : ಶ್ಚುತ್ವ ಸಂಧಿ : : ದಿಗಂತ :,,,,
kannada-10thstd,ಈ ಗಾದೆ ಮಾತುಗಳನ್ನು ವಿಸ್ತರಿಸಿ ಬರೆಯಿರಿ.,1,ಕೈ ಕೆಸರಾದರೆ ಬಾಯಿ ಮೊಸರು.,,,,
kannada-10thstd,ಈ ಗಾದೆ ಮಾತುಗಳನ್ನು ವಿಸ್ತರಿಸಿ ಬರೆಯಿರಿ.,2,ಕುಂಬಾರನಿಗೆ ವರುಷ ದೊಣ್ಣೆಗೆ ನಿಮಿಷ.,,,,
kannada-10thstd,ಈ ವಿಷಯಗಳಿಗೆ ಪ್ರಬಂಧ ಬರೆಯಿರಿ.,1,ಈ ವಿಷಯಗಳಿಗೆ ಪ್ರಬಂಧ ಬರೆಯಿರಿ.: ಸ್ವಚ್ಛಭಾರತ ಅಭಿಯಾನ,,,,
kannada-10thstd,ಈ ವಿಷಯಗಳಿಗೆ ಪ್ರಬಂಧ ಬರೆಯಿರಿ.,2,ಪ್ರಾಚ್ಯ ಸ್ಮಾರಕಗಳ ಸಂರಕ್ಷಣೆ,,,,
kannada-10thstd,ಈ ವಿಷಯಗಳಿಗೆ ಪ್ರಬಂಧ ಬರೆಯಿರಿ.,3,ಈ ವಿಷಯಗಳಿಗೆ ಪ್ರಬಂಧ ಬರೆಯಿರಿ.: ರಾಷ್ಟ್ರೀಯ ಭಾವೈಕ್ಯ,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,1,ನಾಲ್ವಡಿ ಕೃಷ್ಣರಾಜ ಒಡೆಯರು ಯಾವಾಗ ಪಟ್ಟಾಭಿಷಿಕ್ತರಾದರು?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,2,ನಾಲ್ವಡಿ ಕೃಷ್ಣರಾಜ ಒಡೆಯರು ಯಾವುದಕ್ಕಾಗಿ ಕಂಕಣಬದ್ಧರಾದರು?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,3,ಏಷ್ಯಾ ಖಂಡದಲ್ಲಿಯೇ ಮೊದಲು ಪ್ರಾರಂಭಿಸಿದ ಜಲ ವಿದ್ಯುತ್ ಯೋಜನೆ ಯಾವುದು?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,4,ಬ್ರಿಟಿಷ್ ಸರ್ಕಾರ ವಿಶ್ವೇಶ್ವರಯ್ಯ ಅವರಿಗೆ ಯಾವ ಪದವಿಯನ್ನು ನೀಡಿ ಗೌರವಿಸಿತು?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,5,ವಿಶ್ವೇಶ್ವರಯ್ಯ ಅವರನ್ನು ದಿವಾನರಾಗಿ ನೇಮಿಸಿದವರು ಯಾರು?,,,,
kannada-10thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,6,ವಿಶ್ವೇಶ್ವರಯ್ಯ ಅವರ ಹುಟ್ಟು ಹಬ್ಬದ ನೆನಪಿಗಾಗಿ ಯಾವ ದಿನಾಚರಣೆಯನ್ನು ಮಾಡಲಾಗುತ್ತಿದೆ?,,,,
